Time,FlowID,OldRate,NewRate
0.000971281,5,0.92,0.47
0.000971583,6,0.97,0.50
0.000975032,7,0.47,0.24
0.000975281,5,0.47,0.24
0.000975583,6,0.50,0.26
0.000979032,7,0.24,0.12
0.000979281,5,0.24,0.12
0.000979583,6,0.26,0.13
0.000983032,7,0.12,0.10
0.000983281,5,0.12,0.10
0.000983583,6,0.13,0.10
0.001416036,3,0.10,50.05
0.001427605,2,0.10,50.05
0.001479032,7,0.10,50.05
0.001479281,5,0.10,50.05
0.001571605,2,50.05,45.86
0.001579605,2,45.86,41.96
0.001580036,3,50.05,46.08
0.001584036,3,46.08,42.31
0.001587605,2,41.96,38.33
0.001588036,3,42.31,38.82
0.001591605,2,38.33,35.00
0.001592036,3,38.82,35.51
0.001595605,2,35.00,31.94
0.001596036,3,35.51,32.33
0.001599605,2,31.94,29.00
0.001600036,3,32.33,29.28
0.001603605,2,29.00,26.15
0.001604036,3,29.28,26.34
0.001607605,2,26.15,23.42
0.001608036,3,26.34,23.53
0.001611605,2,23.42,20.82
0.001612036,3,23.53,20.88
0.001615032,7,50.05,45.61
0.001615605,2,20.82,18.39
0.001616036,3,20.88,18.40
0.001619032,7,45.61,41.46
0.001619281,5,50.05,45.72
0.001619605,2,18.39,16.14
0.001620036,3,18.40,16.11
0.001623605,2,16.14,14.06
0.001624036,3,16.11,14.00
0.001627032,7,41.46,37.71
0.001627281,5,45.72,41.70
0.001627605,2,14.06,12.17
0.001628036,3,14.00,12.10
0.001631032,7,37.71,34.29
0.001631281,5,41.70,37.86
0.001631605,2,12.17,10.47
0.001632036,3,12.10,10.38
0.001635032,7,34.29,31.16
0.001635281,5,37.86,34.27
0.001635605,2,10.47,8.94
0.001636036,3,10.38,8.85
0.001639032,7,31.16,28.17
0.001639281,5,34.27,30.94
0.001639605,2,8.94,7.59
0.001640036,3,8.85,7.49
0.001643032,7,28.17,25.30
0.001643281,5,30.94,27.74
0.001643605,2,7.59,6.40
0.001644036,3,7.49,6.31
0.001647032,7,25.30,22.56
0.001647281,5,27.74,24.70
0.001647605,2,6.40,5.37
0.001648036,3,6.31,5.28
0.001651032,7,22.56,19.98
0.001651281,5,24.70,21.85
0.001651605,2,5.37,4.47
0.001652036,3,5.28,4.38
0.001655032,7,19.98,17.58
0.001655281,5,21.85,19.19
0.001655605,2,4.47,3.70
0.001656036,3,4.38,3.62
0.001659032,7,17.58,15.36
0.001659281,5,19.19,16.75
0.001659605,2,3.70,3.04
0.001660036,3,3.62,2.97
0.001663032,7,15.36,13.33
0.001663281,5,16.75,14.51
0.001663605,2,3.04,2.49
0.001664036,3,2.97,2.43
0.001667032,7,13.33,11.49
0.001667281,5,14.51,12.50
0.001667605,2,2.49,2.02
0.001668036,3,2.43,1.97
0.001671032,7,11.49,9.85
0.001671281,5,12.50,10.69
0.001671605,2,2.02,1.63
0.001672036,3,1.97,1.59
0.001675032,7,9.85,8.38
0.001675281,5,10.69,9.09
0.001675605,2,1.63,1.31
0.001676036,3,1.59,1.27
0.001679032,7,8.38,7.09
0.001679281,5,9.09,7.67
0.001679605,2,1.31,1.05
0.001680036,3,1.27,1.01
0.001683032,7,7.09,5.95
0.001683281,5,7.67,6.44
0.001683605,2,1.05,0.83
0.001684036,3,1.01,0.80
0.001687032,7,5.95,4.97
0.001687281,5,6.44,5.37
0.001687605,2,0.83,0.66
0.001688036,3,0.80,0.63
0.001691032,7,4.97,4.13
0.001691281,5,5.37,4.45
0.001691605,2,0.66,0.51
0.001692036,3,0.63,0.49
0.001695032,7,4.13,3.40
0.001695281,5,4.45,3.66
0.001695605,2,0.51,0.40
0.001696036,3,0.49,0.39
0.001699032,7,3.40,2.79
0.001699281,5,3.66,3.00
0.001699605,2,0.40,0.31
0.001700036,3,0.39,0.30
0.001703032,7,2.79,2.27
0.001703281,5,3.00,2.44
0.001703605,2,0.31,0.24
0.001704036,3,0.30,0.23
0.001707032,7,2.27,1.84
0.001707281,5,2.44,1.97
0.001707605,2,0.24,0.18
0.001708036,3,0.23,0.18
0.001711032,7,1.84,1.48
0.001711281,5,1.97,1.59
0.001711605,2,0.18,0.14
0.001712036,3,0.18,0.13
0.001715032,7,1.48,1.18
0.001715281,5,1.59,1.27
0.001715605,2,0.14,0.11
0.001716036,3,0.13,0.10
0.001719032,7,1.18,0.94
0.001719281,5,1.27,1.01
0.001719605,2,0.11,0.10
0.001720036,3,0.10,0.10
0.001723032,7,0.94,0.75
0.001723281,5,1.01,0.80
0.001727032,7,0.75,0.59
0.001727281,5,0.80,0.63
0.001731032,7,0.59,0.46
0.001731281,5,0.63,0.49
0.001735032,7,0.46,0.36
0.001735281,5,0.49,0.38
0.001739032,7,0.36,0.28
0.001739281,5,0.38,0.29
0.001743032,7,0.28,0.21
0.001743281,5,0.29,0.23
0.001747032,7,0.21,0.16
0.001747281,5,0.23,0.17
0.001751032,7,0.16,0.12
0.001751281,5,0.17,0.13
0.001755032,7,0.12,0.10
0.001755281,5,0.13,0.10
0.001937168,4,0.10,50.05
0.001946298,1,0.10,50.05
0.001955583,6,0.10,50.05
0.002038298,1,50.05,49.21
0.002045168,4,50.05,49.28
0.002046298,1,49.21,48.32
0.002049168,4,49.28,48.24
0.002050298,1,48.32,47.18
0.002053168,4,48.24,46.87
0.002054298,1,47.18,45.71
0.002057168,4,46.87,45.19
0.002058298,1,45.71,43.96
0.002061168,4,45.19,43.24
0.002062298,1,43.96,41.96
0.002065168,4,43.24,41.08
0.002066298,1,41.96,39.75
0.002069168,4,41.08,38.73
0.002070298,1,39.75,37.38
0.002073168,4,38.73,36.25
0.002074298,1,37.38,34.90
0.002077168,4,36.25,33.69
0.002078298,1,34.90,32.35
0.002081168,4,33.69,31.08
0.002082298,1,32.35,29.77
0.002085168,4,31.08,28.47
0.002086298,1,29.77,27.20
0.002089168,4,28.47,25.89
0.002090298,1,27.20,24.68
0.002091583,6,50.05,49.18
0.002093168,4,25.89,23.39
0.002094298,1,24.68,22.24
0.002095583,6,49.18,47.96
0.002097168,4,23.39,20.98
0.002098298,1,22.24,19.90
0.002099583,6,47.96,46.41
0.002101168,4,20.98,18.68
0.002102298,1,19.90,17.68
0.002103583,6,46.41,44.58
0.002105168,4,18.68,16.53
0.002106298,1,17.68,15.60
0.002107583,6,44.58,42.50
0.002109168,4,16.53,14.52
0.002110298,1,15.60,13.68
0.002111583,6,42.50,40.22
0.002113168,4,14.52,12.68
0.002114298,1,13.68,11.91
0.002115583,6,40.22,37.78
0.002117168,4,12.68,10.99
0.002118298,1,11.91,10.30
0.002119583,6,37.78,35.23
0.002119605,2,0.10,25.08
0.002120036,3,0.10,25.08
0.002121168,4,10.99,9.47
0.002122298,1,10.30,8.85
0.002123583,6,35.23,32.62
0.002125168,4,9.47,8.10
0.002126298,1,8.85,7.56
0.002127583,6,32.62,29.98
0.002129168,4,8.10,6.89
0.002130298,1,7.56,6.41
0.002131583,6,29.98,27.37
0.002133168,4,6.89,5.82
0.002134298,1,6.41,5.40
0.002135583,6,27.37,24.80
0.002137168,4,5.82,4.88
0.002138298,1,5.40,4.53
0.002139583,6,24.80,22.32
0.002141168,4,4.88,4.07
0.002142298,1,4.53,3.77
0.002143583,6,22.32,19.95
0.002145168,4,4.07,3.38
0.002146298,1,3.77,3.12
0.002147583,6,19.95,17.71
0.002149168,4,3.38,2.78
0.002150298,1,3.12,2.56
0.002151583,6,17.71,15.61
0.002153168,4,2.78,2.28
0.002154298,1,2.56,2.09
0.002155032,7,0.10,25.08
0.002155583,6,15.61,13.67
0.002157168,4,2.28,1.85
0.002158298,1,2.09,1.70
0.002159583,6,13.67,11.89
0.002161168,4,1.85,1.50
0.002162298,1,1.70,1.37
0.002163583,6,11.89,10.28
0.002165168,4,1.50,1.21
0.002166298,1,1.37,1.10
0.002167281,5,0.10,25.08
0.002167583,6,10.28,8.82
0.002169168,4,1.21,0.96
0.002170298,1,1.10,0.88
0.002171583,6,8.82,7.52
0.002173168,4,0.96,0.77
0.002174298,1,0.88,0.70
0.002175583,6,7.52,6.38
0.002177168,4,0.77,0.61
0.002178298,1,0.70,0.55
0.002179583,6,6.38,5.37
0.002181168,4,0.61,0.48
0.002182298,1,0.55,0.43
0.002183583,6,5.37,4.49
0.002185168,4,0.48,0.37
0.002186298,1,0.43,0.34
0.002187583,6,4.49,3.73
0.002189168,4,0.37,0.29
0.002190298,1,0.34,0.26
0.002191583,6,3.73,3.09
0.002193168,4,0.29,0.22
0.002194298,1,0.26,0.20
0.002195583,6,3.09,2.53
0.002197168,4,0.22,0.17
0.002198298,1,0.20,0.15
0.002199583,6,2.53,2.07
0.002201168,4,0.17,0.13
0.002202298,1,0.15,0.12
0.002203583,6,2.07,1.68
0.002205168,4,0.13,0.10
0.002206298,1,0.12,0.10
0.002207583,6,1.68,1.35
0.002211583,6,1.35,1.09
0.002215583,6,1.09,0.87
0.002219583,6,0.87,0.69
0.002223583,6,0.69,0.54
0.002227583,6,0.54,0.42
0.002231583,6,0.42,0.33
0.002235583,6,0.33,0.26
0.002239583,6,0.26,0.20
0.002243583,6,0.20,0.15
0.002247583,6,0.15,0.11
0.002251583,6,0.11,0.10
0.002419605,2,25.08,37.58
0.002420036,3,25.08,37.58
0.002455032,7,25.08,37.58
0.002467281,5,25.08,37.58
0.002556036,3,37.58,36.87
0.002559605,2,37.58,36.88
0.002563605,2,36.88,36.13
0.002564036,3,36.87,36.13
0.002567605,2,36.13,35.27
0.002568036,3,36.13,35.34
0.002575605,2,35.27,34.31
0.002576036,3,35.34,34.52
0.002579605,2,34.31,33.33
0.002580036,3,34.52,33.67
0.002583605,2,33.33,32.20
0.002584036,3,33.67,32.78
0.002587605,2,32.20,31.06
0.002591605,2,31.06,29.80
0.002592036,3,32.78,31.82
0.002595605,2,29.80,28.43
0.002596036,3,31.82,30.84
0.002599281,5,37.58,36.85
0.002599605,2,28.43,27.04
0.002600036,3,30.84,29.72
0.002603281,5,36.85,36.08
0.002603605,2,27.04,25.52
0.002604036,3,29.72,28.43
0.002607605,2,25.52,23.92
0.002608036,3,28.43,27.00
0.002611281,5,36.08,35.13
0.002611605,2,23.92,22.25
0.002612036,3,27.00,25.44
0.002615032,7,37.58,36.83
0.002615281,5,35.13,34.09
0.002615605,2,22.25,20.55
0.002616036,3,25.44,23.81
0.002619281,5,34.09,32.96
0.002619605,2,20.55,18.84
0.002620036,3,23.81,22.11
0.002623032,7,36.83,36.04
0.002623281,5,32.96,31.75
0.002623605,2,18.84,17.16
0.002624036,3,22.11,20.39
0.002627032,7,36.04,35.14
0.002627281,5,31.75,30.49
0.002627605,2,17.16,15.51
0.002628036,3,20.39,18.67
0.002631032,7,35.14,34.07
0.002631281,5,30.49,29.18
0.002631605,2,15.51,13.93
0.002632036,3,18.67,16.98
0.002635032,7,34.07,32.79
0.002635281,5,29.18,27.83
0.002635605,2,13.93,12.42
0.002636036,3,16.98,15.33
0.002639032,7,32.79,31.38
0.002639281,5,27.83,26.45
0.002639605,2,12.42,11.00
0.002640036,3,15.33,13.74
0.002643032,7,31.38,29.81
0.002643281,5,26.45,24.96
0.002643605,2,11.00,9.68
0.002644036,3,13.74,12.24
0.002647032,7,29.81,28.11
0.002647281,5,24.96,23.38
0.002647605,2,9.68,8.45
0.002648036,3,12.24,10.82
0.002651032,7,28.11,26.31
0.002651281,5,23.38,21.74
0.002651605,2,8.45,7.34
0.002652036,3,10.82,9.51
0.002655032,7,26.31,24.45
0.002655281,5,21.74,20.07
0.002655605,2,7.34,6.33
0.002656036,3,9.51,8.29
0.002659032,7,24.45,22.56
0.002659281,5,20.07,18.39
0.002659605,2,6.33,5.42
0.002660036,3,8.29,7.19
0.002663032,7,22.56,20.67
0.002663281,5,18.39,16.74
0.002663605,2,5.42,4.61
0.002664036,3,7.19,6.19
0.002667032,7,20.67,18.80
0.002667281,5,16.74,15.13
0.002667605,2,4.61,3.90
0.002668036,3,6.19,5.30
0.002671032,7,18.80,16.98
0.002671281,5,15.13,13.58
0.002671605,2,3.90,3.28
0.002672036,3,5.30,4.50
0.002675032,7,16.98,15.23
0.002675281,5,13.58,12.10
0.002675605,2,3.28,2.74
0.002676036,3,4.50,3.80
0.002679032,7,15.23,13.57
0.002679281,5,12.10,10.71
0.002679605,2,2.74,2.27
0.002680036,3,3.80,3.19
0.002683032,7,13.57,12.01
0.002683281,5,10.71,9.42
0.002683605,2,2.27,1.87
0.002684036,3,3.19,2.66
0.002687032,7,12.01,10.55
0.002687281,5,9.42,8.23
0.002687605,2,1.87,1.53
0.002688036,3,2.66,2.20
0.002691032,7,10.55,9.21
0.002691281,5,8.23,7.14
0.002691605,2,1.53,1.25
0.002692036,3,2.20,1.81
0.002695032,7,9.21,7.99
0.002695281,5,7.14,6.15
0.002695605,2,1.25,1.01
0.002696036,3,1.81,1.49
0.002699032,7,7.99,6.88
0.002699281,5,6.15,5.27
0.002699605,2,1.01,0.81
0.002700036,3,1.49,1.21
0.002703032,7,6.88,5.89
0.002703281,5,5.27,4.48
0.002703605,2,0.81,0.65
0.002704036,3,1.21,0.98
0.002707032,7,5.89,5.00
0.002707281,5,4.48,3.79
0.002707605,2,0.65,0.52
0.002708036,3,0.98,0.79
0.002711032,7,5.00,4.23
0.002711281,5,3.79,3.18
0.002711605,2,0.52,0.41
0.002712036,3,0.79,0.63
0.002715032,7,4.23,3.55
0.002715281,5,3.18,2.66
0.002715605,2,0.41,0.32
0.002716036,3,0.63,0.50
0.002719032,7,3.55,2.96
0.002719281,5,2.66,2.20
0.002719605,2,0.32,0.25
0.002720036,3,0.50,0.39
0.002723032,7,2.96,2.45
0.002723281,5,2.20,1.82
0.002723605,2,0.25,0.20
0.002724036,3,0.39,0.31
0.002727032,7,2.45,2.02
0.002727281,5,1.82,1.49
0.002727605,2,0.20,0.15
0.002728036,3,0.31,0.24
0.002731032,7,2.02,1.66
0.002731281,5,1.49,1.21
0.002731605,2,0.15,0.12
0.002732036,3,0.24,0.19
0.002735032,7,1.66,1.35
0.002735281,5,1.21,0.98
0.002735605,2,0.12,0.10
0.002736036,3,0.19,0.15
0.002739032,7,1.35,1.09
0.002739281,5,0.98,0.79
0.002740036,3,0.15,0.11
0.002743032,7,1.09,0.88
0.002743281,5,0.79,0.63
0.002744036,3,0.11,0.10
0.002747032,7,0.88,0.70
0.002747281,5,0.63,0.50
0.002751032,7,0.70,0.56
0.002751281,5,0.50,0.40
0.002755032,7,0.56,0.44
0.002755281,5,0.40,0.31
0.002759032,7,0.44,0.35
0.002759281,5,0.31,0.24
0.002763032,7,0.35,0.27
0.002763281,5,0.24,0.19
0.002767032,7,0.27,0.21
0.002767281,5,0.19,0.15
0.002771032,7,0.21,0.16
0.002771281,5,0.15,0.11
0.002775032,7,0.16,0.12
0.002775281,5,0.11,0.10
0.002779032,7,0.12,0.10
0.002841168,4,0.10,25.08
0.002846298,1,0.10,25.08
0.002851583,6,0.10,25.08
0.002949168,4,25.08,23.92
0.002954298,1,25.08,23.98
0.002957168,4,23.92,22.80
0.002958298,1,23.98,22.90
0.002962298,1,22.90,21.84
0.002965168,4,22.80,21.72
0.002969168,4,21.72,20.67
0.002970298,1,21.84,20.78
0.002973168,4,20.67,19.52
0.002974298,1,20.78,19.62
0.002977168,4,19.52,18.30
0.002978298,1,19.62,18.39
0.002981168,4,18.30,17.04
0.002982298,1,18.39,17.12
0.002983583,6,25.08,23.83
0.002985168,4,17.04,15.74
0.002986298,1,17.12,15.82
0.002987583,6,23.83,22.62
0.002989168,4,15.74,14.44
0.002990298,1,15.82,14.51
0.002991583,6,22.62,21.45
0.002993168,4,14.44,13.16
0.002994298,1,14.51,13.21
0.002997168,4,13.16,11.90
0.002998298,1,13.21,11.95
0.002999583,6,21.45,20.33
0.003001168,4,11.90,10.69
0.003002298,1,11.95,10.74
0.003003583,6,20.33,19.24
0.003005168,4,10.69,9.54
0.003006298,1,10.74,9.58
0.003007583,6,19.24,18.20
0.003009168,4,9.54,8.45
0.003010298,1,9.58,8.48
0.003011583,6,18.20,17.11
0.003013168,4,8.45,7.44
0.003014298,1,8.48,7.46
0.003015583,6,17.11,15.98
0.003017168,4,7.44,6.50
0.003018298,1,7.46,6.52
0.003019583,6,15.98,14.81
0.003021168,4,6.50,5.65
0.003022298,1,6.52,5.66
0.003023583,6,14.81,13.63
0.003025168,4,5.65,4.87
0.003026298,1,5.66,4.89
0.003027583,6,13.63,12.46
0.003029168,4,4.87,4.18
0.003030298,1,4.89,4.19
0.003031583,6,12.46,11.30
0.003033168,4,4.18,3.56
0.003034298,1,4.19,3.56
0.003035583,6,11.30,10.18
0.003037168,4,3.56,3.01
0.003038298,1,3.56,3.01
0.003039583,6,10.18,9.11
0.003041168,4,3.01,2.53
0.003042298,1,3.01,2.53
0.003043583,6,9.11,8.10
0.003045168,4,2.53,2.11
0.003046298,1,2.53,2.12
0.003047583,6,8.10,7.15
0.003049168,4,2.11,1.75
0.003050298,1,2.12,1.76
0.003051583,6,7.15,6.27
0.003053168,4,1.75,1.45
0.003054298,1,1.76,1.45
0.003055583,6,6.27,5.46
0.003057168,4,1.45,1.19
0.003058298,1,1.45,1.19
0.003059583,6,5.46,4.72
0.003061168,4,1.19,0.97
0.003062298,1,1.19,0.97
0.003063583,6,4.72,4.06
0.003065168,4,0.97,0.78
0.003066298,1,0.97,0.78
0.003067583,6,4.06,3.46
0.003069168,4,0.78,0.63
0.003070298,1,0.78,0.63
0.003071583,6,3.46,2.94
0.003073168,4,0.63,0.50
0.003074298,1,0.63,0.51
0.003075583,6,2.94,2.48
0.003077168,4,0.50,0.40
0.003078298,1,0.51,0.40
0.003079583,6,2.48,2.07
0.003081168,4,0.40,0.32
0.003082298,1,0.40,0.32
0.003083583,6,2.07,1.73
0.003085168,4,0.32,0.25
0.003086298,1,0.32,0.25
0.003087583,6,1.73,1.43
0.003089168,4,0.25,0.20
0.003090298,1,0.25,0.20
0.003091583,6,1.43,1.17
0.003093168,4,0.20,0.15
0.003094298,1,0.20,0.15
0.003095583,6,1.17,0.96
0.003095605,2,0.10,18.84
0.003097168,4,0.15,0.12
0.003098298,1,0.15,0.12
0.003099583,6,0.96,0.78
0.003100036,3,0.10,18.84
0.003101168,4,0.12,0.10
0.003102298,1,0.12,0.10
0.003103583,6,0.78,0.63
0.003107583,6,0.63,0.51
0.003111583,6,0.51,0.40
0.003115583,6,0.40,0.32
0.003119583,6,0.32,0.25
0.003123583,6,0.25,0.20
0.003127583,6,0.20,0.15
0.003131583,6,0.15,0.12
0.003135583,6,0.12,0.10
0.003143032,7,0.10,18.84
0.003143281,5,0.10,18.84
0.003395605,2,18.84,28.23
0.003400036,3,18.84,28.23
0.003443032,7,18.84,28.23
0.003443281,5,18.84,28.23
0.003616036,3,28.23,27.88
0.003648036,3,27.88,27.51
0.003655281,5,28.23,27.87
0.003664036,3,27.51,27.12
0.003667281,5,27.87,27.47
0.003668036,3,27.12,26.69
0.003676036,3,26.69,26.17
0.003680036,3,26.17,25.62
0.003684036,3,25.62,25.05
0.003687605,2,28.23,27.95
0.003691605,2,27.95,27.61
0.003692036,3,25.05,24.45
0.003699281,5,27.47,27.07
0.003699605,2,27.61,27.24
0.003700036,3,24.45,23.79
0.003703032,7,28.23,27.91
0.003703281,5,27.07,26.63
0.003708036,3,23.79,23.12
0.003711281,5,26.63,26.16
0.003711605,2,27.24,26.84
0.003712036,3,23.12,22.44
0.003715032,7,27.91,27.55
0.003715605,2,26.84,26.40
0.003719032,7,27.55,27.15
0.003719281,5,26.16,25.66
0.003720036,3,22.44,21.66
0.003723605,2,26.40,25.87
0.003727605,2,25.87,25.26
0.003728036,3,21.66,20.85
0.003731032,7,27.15,26.72
0.003731281,5,25.66,25.09
0.003731605,2,25.26,24.63
0.003732036,3,20.85,20.05
0.003735032,7,26.72,26.20
0.003735281,5,25.09,24.50
0.003735605,2,24.63,23.98
0.003736036,3,20.05,19.24
0.003739032,7,26.20,25.65
0.003739281,5,24.50,23.88
0.003739605,2,23.98,23.25
0.003740036,3,19.24,18.41
0.003744036,3,18.41,17.55
0.003747605,2,23.25,22.53
0.003748036,3,17.55,16.71
0.003749168,4,0.10,12.59
0.003751032,7,25.65,25.08
0.003751605,2,22.53,21.75
0.003752036,3,16.71,15.90
0.003754298,1,0.10,12.59
0.003755032,7,25.08,24.49
0.003759032,7,24.49,23.87
0.003759281,5,23.88,23.27
0.003759605,2,21.75,20.98
0.003760036,3,15.90,15.11
0.003763032,7,23.87,23.19
0.003763281,5,23.27,22.51
0.003763605,2,20.98,20.21
0.003767032,7,23.19,22.49
0.003768036,3,15.11,14.30
0.003771032,7,22.49,21.77
0.003771281,5,22.51,21.75
0.003772036,3,14.30,13.46
0.003775032,7,21.77,21.05
0.003775605,2,20.21,19.46
0.003776036,3,13.46,12.63
0.003779605,2,19.46,18.72
0.003783032,7,21.05,20.33
0.003783281,5,21.75,20.97
0.003783605,2,18.72,17.94
0.003784036,3,12.63,11.85
0.003787032,7,20.33,19.61
0.003787605,2,17.94,17.13
0.003788036,3,11.85,11.09
0.003791032,7,19.61,18.89
0.003791605,2,17.13,16.31
0.003792036,3,11.09,10.34
0.003795032,7,18.89,18.17
0.003795281,5,20.97,20.21
0.003795605,2,16.31,15.47
0.003796036,3,10.34,9.63
0.003799281,5,20.21,19.45
0.003799605,2,15.47,14.63
0.003803605,2,14.63,13.79
0.003804036,3,9.63,8.96
0.003807032,7,18.17,17.43
0.003807281,5,19.45,18.66
0.003807605,2,13.79,12.98
0.003808036,3,8.96,8.32
0.003811032,7,17.43,16.67
0.003811281,5,18.66,17.81
0.003815032,7,16.67,15.89
0.003815281,5,17.81,16.94
0.003815605,2,12.98,12.17
0.003819032,7,15.89,15.13
0.003819281,5,16.94,16.00
0.003819605,2,12.17,11.40
0.003820036,3,8.32,7.72
0.003823032,7,15.13,14.39
0.003823281,5,16.00,15.09
0.003823583,6,0.10,12.59
0.003823605,2,11.40,10.64
0.003827032,7,14.39,13.60
0.003827281,5,15.09,14.18
0.003827605,2,10.64,9.91
0.003831032,7,13.60,12.82
0.003831281,5,14.18,13.29
0.003831605,2,9.91,9.21
0.003832036,3,7.72,7.17
0.003839032,7,12.82,12.06
0.003839281,5,13.29,12.46
0.003839605,2,9.21,8.55
0.003843032,7,12.06,11.31
0.003843281,5,12.46,11.62
0.003844036,3,7.17,6.66
0.003847281,5,11.62,10.77
0.003848036,3,6.66,6.18
0.003851032,7,11.31,10.60
0.003851281,5,10.77,9.99
0.003852036,3,6.18,5.72
0.003855281,5,9.99,9.25
0.003859032,7,10.60,9.92
0.003859281,5,9.25,8.55
0.003863032,7,9.92,9.27
0.003863605,2,8.55,7.98
0.003867032,7,9.27,8.66
0.003867281,5,8.55,7.92
0.003867605,2,7.98,7.43
0.003871281,5,7.92,7.31
0.003875032,7,8.66,8.09
0.003875281,5,7.31,6.74
0.003879032,7,8.09,7.53
0.003879281,5,6.74,6.19
0.003883032,7,7.53,7.00
0.003883281,5,6.19,5.69
0.003887032,7,7.00,6.48
0.003887281,5,5.69,5.21
0.003891281,5,5.21,4.77
0.003907032,7,6.48,6.02
0.003907281,5,4.77,4.38
0.003911032,7,6.02,5.59
0.003937168,4,12.59,12.30
0.003942298,1,12.59,12.31
0.003945168,4,12.30,12.00
0.003961168,4,12.00,11.71
0.003965168,4,11.71,11.41
0.003974298,1,12.31,12.04
0.003981168,4,11.41,11.06
0.003983583,6,12.59,12.27
0.003985168,4,11.06,10.71
0.003987583,6,12.27,11.94
0.003989168,4,10.71,10.35
0.003991583,6,11.94,11.59
0.003997168,4,10.35,9.98
0.003998298,1,12.04,11.75
0.004001168,4,9.98,9.55
0.004002298,1,11.75,11.39
0.004005168,4,9.55,9.06
0.004006298,1,11.39,10.95
0.004007583,6,11.59,11.26
0.004009168,4,9.06,8.54
0.004010298,1,10.95,10.45
0.004011583,6,11.26,10.92
0.004013168,4,8.54,7.99
0.004014298,1,10.45,9.90
0.004015583,6,10.92,10.57
0.004017168,4,7.99,7.43
0.004018298,1,9.90,9.32
0.004021168,4,7.43,6.85
0.004022298,1,9.32,8.70
0.004023583,6,10.57,10.23
0.004025168,4,6.85,6.27
0.004026298,1,8.70,8.06
0.004027583,6,10.23,9.86
0.004029168,4,6.27,5.70
0.004030298,1,8.06,7.42
0.004031583,6,9.86,9.47
0.004033168,4,5.70,5.15
0.004034298,1,7.42,6.78
0.004037168,4,5.15,4.62
0.004038298,1,6.78,6.15
0.004039583,6,9.47,9.06
0.004041168,4,4.62,4.11
0.004042298,1,6.15,5.54
0.004043583,6,9.06,8.59
0.004045168,4,4.11,3.64
0.004046298,1,5.54,4.96
0.004047583,6,8.59,8.09
0.004049168,4,3.64,3.19
0.004050298,1,4.96,4.41
0.004051583,6,8.09,7.57
0.004053168,4,3.19,2.79
0.004054298,1,4.41,3.89
0.004055583,6,7.57,7.03
0.004057168,4,2.79,2.42
0.004058298,1,3.89,3.41
0.004059583,6,7.03,6.48
0.004061168,4,2.42,2.08
0.004062298,1,3.41,2.97
0.004063583,6,6.48,5.93
0.004065168,4,2.08,1.78
0.004066298,1,2.97,2.57
0.004067583,6,5.93,5.38
0.004069168,4,1.78,1.51
0.004070298,1,2.57,2.21
0.004071583,6,5.38,4.86
0.004073168,4,1.51,1.28
0.004074298,1,2.21,1.88
0.004075583,6,4.86,4.35
0.004077168,4,1.28,1.07
0.004078298,1,1.88,1.60
0.004079583,6,4.35,3.87
0.004081168,4,1.07,0.89
0.004082298,1,1.60,1.35
0.004083583,6,3.87,3.42
0.004085168,4,0.89,0.74
0.004086298,1,1.35,1.13
0.004087583,6,3.42,3.01
0.004089168,4,0.74,0.61
